"","time","adi_ecg","adi_finger","adi_fro","ard_fro","ibi","id"
"193699",193.698,0.775,-0.005125,4.890313,4.952656,0.913000000000011,"002"
"194560",194.559,0.6625,-0.00525,4.91125,4.952031,0.86099999999999,"002"
"195447",195.446,0.715625,-0.005125,4.927188,4.952031,0.887,"002"
"196372",196.371,0.6375,-0.0058125,4.933125,4.951875,0.925000000000011,"002"
"197243",197.242,0.784375,-0.0064375,4.916563,4.952188,0.870999999999981,"002"
"198076",198.075,0.621875,-0.005875,4.9375,4.951719,0.832999999999998,"002"
"198977",198.976,0.6375,-0.006,4.938125,4.951875,0.90100000000001,"002"
"199839",199.838,0.696875,-0.006375,4.943125,4.952344,0.861999999999995,"002"
"200648",200.647,0.70625,-0.0068125,4.947813,4.952188,0.808999999999997,"002"
"201526",201.525,0.759375,-0.0065,4.931563,4.951563,0.878000000000014,"002"
"202434",202.433,0.6625,-0.006,4.938125,4.952031,0.907999999999987,"002"
"203293",203.292,0.759375,-0.0061875,4.938125,4.952813,0.859000000000009,"002"
"204159",204.158,0.646875,-0.0059375,4.940625,4.952031,0.865999999999985,"002"
"205075",205.074,0.790625,-0.006,4.924062,4.951563,0.916000000000025,"002"
"205995",205.994,0.78125,-0.006125,4.932188,4.952188,0.919999999999987,"002"
"206812",206.811,0.890625,-0.00675,4.924062,4.9525,0.817000000000007,"002"
"207701",207.7,0.9375,-0.0066875,4.914688,4.951875,0.888999999999982,"002"
"208598",208.597,0.846875,-0.0059375,4.907188,4.952344,0.89700000000002,"002"
"209445",209.444,0.80625,-0.006875,4.9275,4.953281,0.84699999999998,"002"
"210238",210.237,0.84375,-0.006625,4.935625,4.951875,0.793000000000006,"002"
"211085",211.084,0.865625,-0.00625,4.927188,4.952188,0.847000000000008,"002"
"211975",211.974,0.81875,-0.0071875,4.9225,4.9525,0.889999999999986,"002"
"212817",212.816,0.928125,-0.0069375,4.9,4.9525,0.842000000000013,"002"
"213643",213.642,0.721875,-0.0069375,4.922813,4.952188,0.825999999999993,"002"
"214533",214.532,0.834375,-0.00725,4.89375,4.952031,0.890000000000015,"002"
"215413",215.412,0.9,-0.0071875,4.917813,4.9525,0.879999999999995,"002"
"216217",216.216,0.871875,-0.0079375,4.925625,4.951563,0.804000000000002,"002"
"217095",217.094,0.825,-0.006375,4.91,4.952031,0.877999999999986,"002"
"217999",217.998,0.734375,-0.0069375,4.919062,4.951875,0.903999999999996,"002"
"218886",218.885,0.90625,-0.0066875,4.916875,4.951875,0.887,"002"
"219695",219.694,0.99375,-0.007375,4.9175,4.951875,0.808999999999997,"002"
"220569",220.568,0.7375,-0.00625,4.93,4.952969,0.874000000000024,"002"
"221466",221.465,0.796875,-0.006625,4.915625,4.951875,0.896999999999991,"002"
"222353",222.352,0.9125,-0.0075,4.902188,4.951875,0.887,"002"
"223160",223.159,0.909375,-0.0063125,4.928125,4.952188,0.806999999999988,"002"
"224026",224.025,0.803125,-0.0069375,4.922187,4.952188,0.866000000000014,"002"
"224911",224.91,0.778125,-0.0065,4.917187,4.952188,0.884999999999991,"002"
"225781",225.78,0.759375,-0.006375,4.93125,4.962031,0.870000000000005,"002"
"226579",226.578,0.78125,-0.00775,4.940313,4.951875,0.798000000000002,"002"
"227475",227.474,0.66875,-0.0068125,4.949375,4.859687,0.895999999999987,"002"
"228379",228.378,0.865625,-0.006375,4.924688,4.849219,0.903999999999996,"002"
"229210",229.209,0.81875,-0.008125,4.940313,4.9525,0.831000000000017,"002"
"230022",230.021,0.828125,-0.007375,4.933125,4.9525,0.811999999999983,"002"
"230902",230.901,0.8,-0.0066875,4.944687,4.952344,0.880000000000024,"002"
"231796",231.795,0.8125,-0.0065,4.935938,4.952188,0.893999999999977,"002"
"232612",232.611,0.90625,-0.00625,4.92625,4.953281,0.816000000000003,"002"
"233476",233.475,0.75625,-0.0063125,4.927188,4.952031,0.864000000000004,"002"
"234347",234.346,0.803125,-0.0068125,4.908437,4.951406,0.871000000000009,"002"
"235177",235.176,0.065625,-0.0070625,4.959688,4.952188,0.829999999999984,"002"
"235965",235.964,0.709375,-0.007125,4.91625,4.952969,0.788000000000011,"002"
"236810",236.809,0.65625,-0.0073125,4.910625,4.951719,0.844999999999999,"002"
"237666",237.665,0.7625,-0.0068125,4.923125,4.79,0.855999999999995,"002"
"238478",238.477,0.175,-0.00675,4.959062,4.951875,0.812000000000012,"002"
"239268",239.267,0.86875,-0.0083125,4.930625,4.952656,0.789999999999992,"002"
"240139",240.138,0.828125,-0.0073125,4.920625,4.952344,0.871000000000009,"002"
"241019",241.018,0.84375,-0.007625,4.914063,4.952031,0.879999999999995,"002"
"241831",241.83,-0.021875,-0.00825,4.96125,4.951875,0.812000000000012,"002"
"242642",242.641,0.8,-0.0075,4.922187,4.955469,0.810999999999979,"002"
"243482",243.481,0.8375,-0.007625,4.917813,4.9525,0.840000000000003,"002"
"244306",244.305,0.121875,-0.0083125,4.955938,4.952031,0.824000000000012,"002"
"245077",245.076,0.290625,-0.00775,4.955,4.952813,0.770999999999987,"002"
"245898",245.897,0.734375,-0.007625,4.92375,4.9525,0.820999999999998,"002"
"246769",246.768,0.81875,-0.0080625,4.902188,4.952031,0.871000000000009,"002"
"247621",247.62,0.825,-0.007875,4.928125,4.952344,0.852000000000004,"002"
"248411",248.41,0.80625,-0.00825,4.9225,4.952188,0.789999999999992,"002"
"249270",249.269,0.678125,-0.00775,4.943125,4.952188,0.859000000000009,"002"
"250134",250.133,0.58125,-0.0068125,4.948125,4.952344,0.864000000000004,"002"
"250936",250.935,0.04375,-0.0075625,4.959688,4.951563,0.801999999999992,"002"
"251735",251.734,0.7,-0.007625,4.929688,3.606406,0.799000000000007,"002"
"252566",252.565,0.678125,-0.00775,4.93125,4.951719,0.830999999999989,"002"
"253406",253.405,-0.065625,-0.0074375,4.960625,4.951719,0.840000000000003,"002"
"254168",254.167,0.028125,-0.0094375,4.960625,4.951563,0.762,"002"
"254958",254.957,0.75,-0.0085625,4.939687,4.951094,0.789999999999992,"002"
"255772",255.771,0.684375,-0.0085,4.944687,4.951563,0.813999999999993,"002"
"256598",256.597,0.803125,-0.008375,4.93875,4.952344,0.825999999999993,"002"
"257359",257.358,0.75,-0.009375,4.947188,4.951406,0.761000000000024,"002"
"258159",258.158,0.703125,-0.008625,4.934063,4.952188,0.800000000000011,"002"
"259002",259.001,0.621875,-0.0078125,4.944375,4.952188,0.842999999999961,"002"
"259806",259.805,-0.128125,-0.00825,4.9625,4.952813,0.80400000000003,"002"
"260580",260.579,0.725,-0.0080625,4.945313,4.951875,0.774000000000001,"002"
"261463",261.462,0.8,-0.0075625,4.922187,4.951406,0.882999999999981,"002"
"262383",262.382,0.79375,-0.0060625,4.92875,4.952031,0.920000000000016,"002"
"263195",263.194,0.04375,-0.0073125,4.959062,4.951563,0.812000000000012,"002"
"264028",264.027,0.925,-0.0073125,4.895,4.951875,0.83299999999997,"002"
"264891",264.89,0.7875,-0.008125,4.8975,4.951406,0.863,"002"
"265726",265.725,-0.00625,-0.0076875,4.957187,4.952188,0.835000000000036,"002"
"266491",266.49,0.7375,-0.0080625,4.922187,4.951875,0.764999999999986,"002"
"267328",267.327,0.821875,-0.00775,4.909688,4.952188,0.836999999999989,"002"
"268180",268.179,0.696875,-0.0093125,4.93,4.952344,0.851999999999975,"002"
"268947",268.946,-0.040625,-0.0090625,4.961875,4.952031,0.767000000000053,"002"
"269744",269.743,0.69375,-0.008625,4.935313,4.951719,0.796999999999969,"002"
"270648",270.647,0.65,-0.0070625,4.908437,4.951875,0.903999999999996,"002"
"271514",271.513,0.79375,-0.007125,4.894063,4.952188,0.865999999999985,"002"
"272323",272.322,0.815625,-0.0085625,4.918125,4.952031,0.809000000000026,"002"
"273172",273.171,0.8375,-0.008125,4.915,4.951563,0.84899999999999,"002"
"274028",274.027,0.93125,-0.0075625,4.907188,4.904844,0.855999999999995,"002"
"274824",274.823,-0.0875,-0.0085,4.95875,4.952031,0.795999999999992,"002"
"275616",275.615,0.75625,-0.0071875,4.923125,4.951875,0.79200000000003,"002"
"276454",276.453,0.61875,-0.007625,4.930313,4.952344,0.837999999999965,"002"
"277306",277.305,-0.096875,-0.00725,4.961563,4.951563,0.852000000000032,"002"
"278098",278.097,0.059375,-0.007875,4.960625,4.035469,0.791999999999973,"002"
"278929",278.928,0.890625,-0.0075,4.933125,4.951875,0.831000000000017,"002"
"279804",279.803,0.859375,-0.0081875,4.917187,4.952813,0.875,"002"
"280640",280.639,0.490625,-0.0080625,4.944687,4.951563,0.836000000000013,"002"
"281430",281.429,0.096875,-0.0074375,4.957813,4.951094,0.789999999999964,"002"
"282270",282.269,0.70625,-0.0078125,4.929062,4.9525,0.840000000000032,"002"
"283134",283.133,0.825,-0.0090625,4.91625,4.951719,0.863999999999976,"002"
"283940",283.939,0.240625,-0.006875,4.958125,4.951563,0.80600000000004,"002"
"284766",284.765,0.834375,-0.006125,4.925625,4.952188,0.825999999999965,"002"
"285636",285.635,0.759375,-0.007625,4.91625,4.961563,0.870000000000005,"002"
"286498",286.497,-0.153125,-0.008,4.9625,4.951563,0.862000000000023,"002"
"287288",287.287,-0.015625,-0.0075625,4.962187,4.951719,0.789999999999964,"002"
"288140",288.139,0.690625,-0.0084375,4.942813,4.952031,0.852000000000032,"002"
"289020",289.019,0.784375,-0.00825,4.925,4.951875,0.879999999999995,"002"
"289849",289.848,0.00625,-0.009375,4.960625,4.950781,0.829000000000008,"002"
"290672",290.671,0.83125,-0.0078125,4.932812,4.9525,0.822999999999979,"002"
"291533",291.532,0.734375,-0.0085,4.91375,4.951719,0.86099999999999,"002"
"292354",292.353,0.16875,-0.0084375,4.955938,4.952188,0.821000000000026,"002"
"293142",293.141,-0.04375,-0.0079375,4.960312,4.951875,0.788000000000011,"002"
